OBJECTNUMMER;Stadsdeelcode;Stadsdeelnaam;Oppervlakte_m2;StadsdeelID;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
1;"A";"Centrum";8043532;"03630000000018";"POLYGON((4.878167 52.378506,4.879862 52.38122,4.879872 52.381283,4.879854 52.38134,4.879632 52.381587,4.879583 52.381682,4.879572 52.381738,4.879578 52.381809,4.879597 52.381865,4.879639 52.381931,4.879705 52.381999,4.87981 52.382068,4.880102 52.382184,4.880333 52.382306,4.880486 52.382412,4.880651 52.382565,4.880761 52.382709,4.881667 52.38418,4.881832 52.384436,4.882351 52.385186,4.882592 52.385461,4.88324 52.386243,4.884002 52.387343,4.884485 52.388379,4.885977 52.38813,4.892076 52.388506,4.892214 52.388191,4.892309 52.388207,4.892302 52.388223,4.892315 52.388358,4.892367 52.388524,4.895084 52.388692,4.895661 52.386922,4.895878 52.386362,4.896247 52.385649,4.896764 52.384887,4.897312 52.384271,4.897916 52.383675,4.898664 52.383044,4.89948 52.382486,4.900367 52.38198,4.901184 52.381563,4.902263 52.381129,4.903263 52.380774,4.904313 52.380464,4.905475 52.380204,4.906531 52.38002,4.907622 52.379885,4.908685 52.379856,4.910593 52.379914,4.911158 52.377637,4.911984 52.37758,4.912086 52.377185,4.912038 52.377112,4.911905 52.377099,4.911981 52.376798,4.912082 52.376805,4.912091 52.376786,4.912121 52.376775,4.912404 52.37679,4.912729 52.376797,4.913303 52.376786,4.91356 52.376771,4.914117 52.376716,4.914511 52.37666,4.920501 52.375687,4.921248 52.375576,4.921262 52.37561,4.92128 52.375607,4.921292 52.375623,4.921565 52.375583,4.921544 52.37553,4.923037 52.375302,4.923516 52.37521,4.924049 52.37508,4.924258 52.37502,4.927698 52.373914,4.927907 52.373853,4.928551 52.373681,4.929403 52.373475,4.929856 52.373345,4.930191 52.373225,4.930551 52.373077,4.93088 52.37292,4.931178 52.372751,4.931432 52.372586,4.931749 52.37235,4.931974 52.372156,4.932106 52.371983,4.93218 52.371958,4.932259 52.371962,4.932397 52.371785,4.932332 52.371749,4.932321 52.371732,4.932325 52.371699,4.932507 52.371504,4.932628 52.371279,4.932768 52.370903,4.932779 52.370731,4.932817 52.370693,4.93285 52.370683,4.932896 52.370683,4.9329 52.370665,4.932915 52.370666,4.932974 52.370407,4.932961 52.370406,4.932903 52.370366,4.932919 52.370049,4.93295 52.369904,4.932897 52.369402,4.932825 52.369071,4.932691 52.368699,4.93259 52.368498,4.932093 52.367668,4.932116 52.367663,4.93211 52.367636,4.932128 52.367601,4.93219 52.367569,4.931587 52.366568,4.927514 52.3665,4.92732 52.366487,4.927138 52.36646,4.926989 52.366425,4.926854 52.366383,4.926727 52.366332,4.926603 52.36627,4.925603 52.365666,4.924779 52.365248,4.922201 52.363684,4.922067 52.363616,4.921918 52.363561,4.921766 52.363522,4.921485 52.363479,4.921106 52.363432,4.920388 52.363371,4.920213 52.363336,4.920047 52.363288,4.919878 52.363221,4.91972 52.363136,4.91903 52.362554,4.918873 52.362456,4.918708 52.362373,4.918427 52.362267,4.918131 52.362192,4.91781 52.362145,4.916415 52.362089,4.916242 52.362068,4.916005 52.362028,4.915782 52.36198,4.914037 52.361496,4.912851 52.361359,4.911781 52.361248,4.911628 52.361221,4.911492 52.36118,4.911371 52.361125,4.91129 52.361075,4.911205 52.361004,4.911089 52.360926,4.910838 52.360795,4.910565 52.360696,4.910258 52.360624,4.90996 52.360586,4.909644 52.360578,4.909356 52.360599,4.909038 52.360651,4.90881 52.36066,4.908567 52.360641,4.908327 52.360591,4.907974 52.360499,4.907784 52.360431,4.907646 52.36037,4.90751 52.3603,4.90738 52.360219,4.907104 52.360004,4.906922 52.359877,4.906642 52.359724,4.906505 52.359664,4.906172 52.35955,4.905975 52.359499,4.905163 52.359348,4.904634 52.359212,4.904 52.359048,4.901674 52.358595,4.899006 52.358048,4.898511 52.357972,4.898039 52.357934,4.89088 52.35837,4.890654 52.358397,4.890216 52.358479,4.889807 52.358594,4.889605 52.358667,4.889405 52.358752,4.889253 52.358828,4.888931 52.359019,4.888644 52.35923,4.888412 52.359442,4.888292 52.359585,4.888175 52.359705,4.88795 52.359896,4.887685 52.360074,4.887389 52.360233,4.884404 52.361727,4.884235 52.361794,4.884046 52.361849,4.883845 52.361888,4.883639 52.36191,4.882635 52.361928,4.882511 52.361938,4.882398 52.361957,4.88226 52.361995,4.882099 52.362056,4.881963 52.36212,4.881853 52.362186,4.881748 52.36228,4.88166 52.362417,4.88162 52.36251,4.881576 52.362765,4.881517 52.362939,4.881412 52.363127,4.881121 52.363362,4.880851 52.363543,4.880708 52.363627,4.880542 52.36371,4.88026 52.363825,4.880062 52.363888,4.87978 52.363964,4.879604 52.364039,4.879496 52.36411,4.87942 52.364179,4.879359 52.364259,4.879263 52.364487,4.87923 52.364632,4.879217 52.364778,4.879231 52.364988,4.879219 52.365127,4.879185 52.365261,4.879136 52.365382,4.879069 52.365502,4.878959 52.365664,4.878817 52.365835,4.8787 52.365947,4.878534 52.366081,4.878397 52.366173,4.878137 52.36631,4.877889 52.366467,4.877725 52.366589,4.877518 52.366772,4.87743 52.366954,4.877349 52.367184,4.877319 52.367301,4.877265 52.367703,4.877198 52.367898,4.877088 52.368108,4.876679 52.368677,4.876302 52.368967,4.875992 52.369254,4.875806 52.369462,4.875674 52.36964,4.875045 52.370684,4.874504 52.371889,4.874452 52.37206,4.87444 52.372201,4.874484 52.372324,4.874556 52.37245,4.874646 52.372562,4.874831 52.372727,4.875169 52.372924,4.875236 52.372975,4.875296 52.373036,4.875385 52.373151,4.875432 52.373235,4.875488 52.37341,4.875477 52.37376,4.875514 52.374077,4.875541 52.374214,4.875853 52.374184,4.875888 52.374318,4.875995 52.374539,4.878014 52.377762,4.877909 52.377786,4.878079 52.378049,4.878101 52.378043,4.878294 52.378352,4.8781 52.378399,4.878167 52.378506))";"POLYGON((52.378506 4.878167,52.38122 4.879862,52.381283 4.879872,52.38134 4.879854,52.381587 4.879632,52.381682 4.879583,52.381738 4.879572,52.381809 4.879578,52.381865 4.879597,52.381931 4.879639,52.381999 4.879705,52.382068 4.87981,52.382184 4.880102,52.382306 4.880333,52.382412 4.880486,52.382565 4.880651,52.382709 4.880761,52.38418 4.881667,52.384436 4.881832,52.385186 4.882351,52.385461 4.882592,52.386243 4.88324,52.387343 4.884002,52.388379 4.884485,52.38813 4.885977,52.388506 4.892076,52.388191 4.892214,52.388207 4.892309,52.388223 4.892302,52.388358 4.892315,52.388524 4.892367,52.388692 4.895084,52.386922 4.895661,52.386362 4.895878,52.385649 4.896247,52.384887 4.896764,52.384271 4.897312,52.383675 4.897916,52.383044 4.898664,52.382486 4.89948,52.38198 4.900367,52.381563 4.901184,52.381129 4.902263,52.380774 4.903263,52.380464 4.904313,52.380204 4.905475,52.38002 4.906531,52.379885 4.907622,52.379856 4.908685,52.379914 4.910593,52.377637 4.911158,52.37758 4.911984,52.377185 4.912086,52.377112 4.912038,52.377099 4.911905,52.376798 4.911981,52.376805 4.912082,52.376786 4.912091,52.376775 4.912121,52.37679 4.912404,52.376797 4.912729,52.376786 4.913303,52.376771 4.91356,52.376716 4.914117,52.37666 4.914511,52.375687 4.920501,52.375576 4.921248,52.37561 4.921262,52.375607 4.92128,52.375623 4.921292,52.375583 4.921565,52.37553 4.921544,52.375302 4.923037,52.37521 4.923516,52.37508 4.924049,52.37502 4.924258,52.373914 4.927698,52.373853 4.927907,52.373681 4.928551,52.373475 4.929403,52.373345 4.929856,52.373225 4.930191,52.373077 4.930551,52.37292 4.93088,52.372751 4.931178,52.372586 4.931432,52.37235 4.931749,52.372156 4.931974,52.371983 4.932106,52.371958 4.93218,52.371962 4.932259,52.371785 4.932397,52.371749 4.932332,52.371732 4.932321,52.371699 4.932325,52.371504 4.932507,52.371279 4.932628,52.370903 4.932768,52.370731 4.932779,52.370693 4.932817,52.370683 4.93285,52.370683 4.932896,52.370665 4.9329,52.370666 4.932915,52.370407 4.932974,52.370406 4.932961,52.370366 4.932903,52.370049 4.932919,52.369904 4.93295,52.369402 4.932897,52.369071 4.932825,52.368699 4.932691,52.368498 4.93259,52.367668 4.932093,52.367663 4.932116,52.367636 4.93211,52.367601 4.932128,52.367569 4.93219,52.366568 4.931587,52.3665 4.927514,52.366487 4.92732,52.36646 4.927138,52.366425 4.926989,52.366383 4.926854,52.366332 4.926727,52.36627 4.926603,52.365666 4.925603,52.365248 4.924779,52.363684 4.922201,52.363616 4.922067,52.363561 4.921918,52.363522 4.921766,52.363479 4.921485,52.363432 4.921106,52.363371 4.920388,52.363336 4.920213,52.363288 4.920047,52.363221 4.919878,52.363136 4.91972,52.362554 4.91903,52.362456 4.918873,52.362373 4.918708,52.362267 4.918427,52.362192 4.918131,52.362145 4.91781,52.362089 4.916415,52.362068 4.916242,52.362028 4.916005,52.36198 4.915782,52.361496 4.914037,52.361359 4.912851,52.361248 4.911781,52.361221 4.911628,52.36118 4.911492,52.361125 4.911371,52.361075 4.91129,52.361004 4.911205,52.360926 4.911089,52.360795 4.910838,52.360696 4.910565,52.360624 4.910258,52.360586 4.90996,52.360578 4.909644,52.360599 4.909356,52.360651 4.909038,52.36066 4.90881,52.360641 4.908567,52.360591 4.908327,52.360499 4.907974,52.360431 4.907784,52.36037 4.907646,52.3603 4.90751,52.360219 4.90738,52.360004 4.907104,52.359877 4.906922,52.359724 4.906642,52.359664 4.906505,52.35955 4.906172,52.359499 4.905975,52.359348 4.905163,52.359212 4.904634,52.359048 4.904,52.358595 4.901674,52.358048 4.899006,52.357972 4.898511,52.357934 4.898039,52.35837 4.89088,52.358397 4.890654,52.358479 4.890216,52.358594 4.889807,52.358667 4.889605,52.358752 4.889405,52.358828 4.889253,52.359019 4.888931,52.35923 4.888644,52.359442 4.888412,52.359585 4.888292,52.359705 4.888175,52.359896 4.88795,52.360074 4.887685,52.360233 4.887389,52.361727 4.884404,52.361794 4.884235,52.361849 4.884046,52.361888 4.883845,52.36191 4.883639,52.361928 4.882635,52.361938 4.882511,52.361957 4.882398,52.361995 4.88226,52.362056 4.882099,52.36212 4.881963,52.362186 4.881853,52.36228 4.881748,52.362417 4.88166,52.36251 4.88162,52.362765 4.881576,52.362939 4.881517,52.363127 4.881412,52.363362 4.881121,52.363543 4.880851,52.363627 4.880708,52.36371 4.880542,52.363825 4.88026,52.363888 4.880062,52.363964 4.87978,52.364039 4.879604,52.36411 4.879496,52.364179 4.87942,52.364259 4.879359,52.364487 4.879263,52.364632 4.87923,52.364778 4.879217,52.364988 4.879231,52.365127 4.879219,52.365261 4.879185,52.365382 4.879136,52.365502 4.879069,52.365664 4.878959,52.365835 4.878817,52.365947 4.8787,52.366081 4.878534,52.366173 4.878397,52.36631 4.878137,52.366467 4.877889,52.366589 4.877725,52.366772 4.877518,52.366954 4.87743,52.367184 4.877349,52.367301 4.877319,52.367703 4.877265,52.367898 4.877198,52.368108 4.877088,52.368677 4.876679,52.368967 4.876302,52.369254 4.875992,52.369462 4.875806,52.36964 4.875674,52.370684 4.875045,52.371889 4.874504,52.37206 4.874452,52.372201 4.87444,52.372324 4.874484,52.37245 4.874556,52.372562 4.874646,52.372727 4.874831,52.372924 4.875169,52.372975 4.875236,52.373036 4.875296,52.373151 4.875385,52.373235 4.875432,52.37341 4.875488,52.37376 4.875477,52.374077 4.875514,52.374214 4.875541,52.374184 4.875853,52.374318 4.875888,52.374539 4.875995,52.377762 4.878014,52.377786 4.877909,52.378049 4.878079,52.378043 4.878101,52.378352 4.878294,52.378399 4.8781,52.378506 4.878167))";4.903707;52.373313;
2;"B";"Westpoort";28991468;"03630000000020";"POLYGON((4.856085 52.416663,4.85572 52.416324,4.860881 52.414901,4.863633 52.413905,4.86388 52.413815,4.867104 52.412386,4.870992 52.410132,4.873551 52.4083,4.882703 52.401703,4.885861 52.399378,4.885479 52.399166,4.876576 52.394606,4.876447 52.394559,4.876303 52.394523,4.876179 52.394503,4.876034 52.394492,4.875853 52.394495,4.872964 52.394759,4.872814 52.394767,4.872682 52.394765,4.872517 52.39475,4.871779 52.394621,4.87169 52.39477,4.871504 52.395007,4.871495 52.395079,4.871287 52.395261,4.867219 52.39334,4.86706 52.393357,4.866882 52.393386,4.866611 52.39345,4.866382 52.39352,4.866089 52.393638,4.866075 52.393625,4.866041 52.393638,4.865864 52.393493,4.86568 52.393198,4.865641 52.393205,4.86561 52.393163,4.864226 52.392871,4.863409 52.393506,4.863124 52.393708,4.862644 52.394015,4.862378 52.394164,4.861874 52.394418,4.861593 52.394536,4.860953 52.394779,4.860588 52.39489,4.860169 52.395002,4.859746 52.395104,4.859326 52.395188,4.858928 52.395257,4.85811 52.395355,4.857722 52.395382,4.857358 52.395398,4.855627 52.3954,4.855622 52.395514,4.854969 52.39551,4.854971 52.395524,4.85083 52.395498,4.850833 52.395486,4.850515 52.395485,4.850515 52.395496,4.849062 52.395488,4.847112 52.39547,4.847113 52.395461,4.846755 52.395459,4.846754 52.395522,4.846005 52.395509,4.845501 52.395486,4.845442 52.395455,4.844936 52.395417,4.84485 52.39539,4.844319 52.395304,4.843992 52.395258,4.843688 52.395232,4.843272 52.395142,4.84295 52.395061,4.842514 52.394933,4.84238 52.394916,4.842247 52.394882,4.841908 52.394763,4.841357 52.394542,4.84109 52.394422,4.840666 52.394211,4.841457 52.394828,4.841766 52.395084,4.839531 52.395803,4.839492 52.395982,4.838856 52.396175,4.837894 52.395433,4.837313 52.395443,4.835798 52.395435,4.835747 52.395031,4.835664 52.393784,4.835631 52.393013,4.835581 52.392751,4.835577 52.392293,4.835529 52.392191,4.835449 52.392125,4.834924 52.39204,4.834303 52.391968,4.833656 52.391923,4.833015 52.391909,4.818785 52.391895,4.817471 52.391897,4.81618 52.391912,4.81565 52.391989,4.815371 52.392043,4.815136 52.392096,4.814647 52.392223,4.814354 52.392315,4.813711 52.39254,4.81305 52.392794,4.812459 52.393044,4.812103 52.393213,4.81176 52.393389,4.811266 52.393665,4.81084 52.393915,4.810598 52.394069,4.810031 52.394468,4.809893 52.394577,4.809616 52.39485,4.809525 52.394812,4.809316 52.394998,4.809225 52.395108,4.809129 52.395202,4.808978 52.395329,4.808775 52.395241,4.808552 52.395435,4.807876 52.39518,4.807622 52.395102,4.807362 52.395003,4.807158 52.394896,4.805989 52.394445,4.805878 52.394558,4.805799 52.394525,4.805527 52.394515,4.805412 52.394572,4.805295 52.394712,4.805181 52.394821,4.805032 52.394937,4.804955 52.394981,4.804886 52.395036,4.804624 52.395304,4.804188 52.395789,4.803988 52.396032,4.803578 52.396578,4.803405 52.396834,4.803072 52.397375,4.802743 52.398011,4.802445 52.398706,4.802375 52.398845,4.802222 52.399082,4.802087 52.399238,4.801891 52.399414,4.801627 52.399597,4.801386 52.399731,4.801329 52.399825,4.801145 52.399916,4.800961 52.399987,4.800671 52.400081,4.800427 52.400147,4.800179 52.400201,4.799771 52.400257,4.799417 52.40028,4.799143 52.400283,4.798912 52.400275,4.798642 52.400253,4.798253 52.400199,4.797928 52.400127,4.797388 52.399964,4.796779 52.399705,4.796303 52.399519,4.795958 52.399421,4.795543 52.399344,4.795298 52.399337,4.794897 52.399351,4.793787 52.399273,4.79303 52.399168,4.792715 52.399142,4.775012 52.399126,4.772993 52.394825,4.770634 52.397374,4.7707 52.397723,4.770736 52.397847,4.770856 52.398046,4.771006 52.398213,4.771253 52.398391,4.76923 52.398943,4.768924 52.399013,4.767413 52.399269,4.765414 52.399533,4.764769 52.399593,4.759821 52.400217,4.759372 52.39891,4.758294 52.399205,4.75749 52.396886,4.757197 52.396948,4.75603 52.397106,4.756061 52.397195,4.748501 52.398173,4.733061 52.400152,4.728767 52.400714,4.728842 52.400895,4.729003 52.401384,4.729848 52.403799,4.730074 52.404486,4.730157 52.40465,4.730942 52.406914,4.731056 52.407302,4.731412 52.408313,4.732429 52.411308,4.732981 52.41289,4.734739 52.418077,4.734881 52.418464,4.734968 52.418648,4.735685 52.420794,4.737502 52.426108,4.739218 52.431066,4.75023 52.429621,4.767193 52.42747,4.767547 52.4285,4.772469 52.42787,4.783451 52.42642,4.801887 52.424057,4.806675 52.423451,4.823598 52.421257,4.824316 52.421165,4.826615 52.420923,4.828593 52.420683,4.829556 52.420546,4.831717 52.420208,4.832812 52.42005,4.833825 52.419913,4.836334 52.419586,4.845292 52.418469,4.848032 52.418074,4.849602 52.417799,4.850783 52.417578,4.851455 52.417435,4.856085 52.416663))";"POLYGON((52.416663 4.856085,52.416324 4.85572,52.414901 4.860881,52.413905 4.863633,52.413815 4.86388,52.412386 4.867104,52.410132 4.870992,52.4083 4.873551,52.401703 4.882703,52.399378 4.885861,52.399166 4.885479,52.394606 4.876576,52.394559 4.876447,52.394523 4.876303,52.394503 4.876179,52.394492 4.876034,52.394495 4.875853,52.394759 4.872964,52.394767 4.872814,52.394765 4.872682,52.39475 4.872517,52.394621 4.871779,52.39477 4.87169,52.395007 4.871504,52.395079 4.871495,52.395261 4.871287,52.39334 4.867219,52.393357 4.86706,52.393386 4.866882,52.39345 4.866611,52.39352 4.866382,52.393638 4.866089,52.393625 4.866075,52.393638 4.866041,52.393493 4.865864,52.393198 4.86568,52.393205 4.865641,52.393163 4.86561,52.392871 4.864226,52.393506 4.863409,52.393708 4.863124,52.394015 4.862644,52.394164 4.862378,52.394418 4.861874,52.394536 4.861593,52.394779 4.860953,52.39489 4.860588,52.395002 4.860169,52.395104 4.859746,52.395188 4.859326,52.395257 4.858928,52.395355 4.85811,52.395382 4.857722,52.395398 4.857358,52.3954 4.855627,52.395514 4.855622,52.39551 4.854969,52.395524 4.854971,52.395498 4.85083,52.395486 4.850833,52.395485 4.850515,52.395496 4.850515,52.395488 4.849062,52.39547 4.847112,52.395461 4.847113,52.395459 4.846755,52.395522 4.846754,52.395509 4.846005,52.395486 4.845501,52.395455 4.845442,52.395417 4.844936,52.39539 4.84485,52.395304 4.844319,52.395258 4.843992,52.395232 4.843688,52.395142 4.843272,52.395061 4.84295,52.394933 4.842514,52.394916 4.84238,52.394882 4.842247,52.394763 4.841908,52.394542 4.841357,52.394422 4.84109,52.394211 4.840666,52.394828 4.841457,52.395084 4.841766,52.395803 4.839531,52.395982 4.839492,52.396175 4.838856,52.395433 4.837894,52.395443 4.837313,52.395435 4.835798,52.395031 4.835747,52.393784 4.835664,52.393013 4.835631,52.392751 4.835581,52.392293 4.835577,52.392191 4.835529,52.392125 4.835449,52.39204 4.834924,52.391968 4.834303,52.391923 4.833656,52.391909 4.833015,52.391895 4.818785,52.391897 4.817471,52.391912 4.81618,52.391989 4.81565,52.392043 4.815371,52.392096 4.815136,52.392223 4.814647,52.392315 4.814354,52.39254 4.813711,52.392794 4.81305,52.393044 4.812459,52.393213 4.812103,52.393389 4.81176,52.393665 4.811266,52.393915 4.81084,52.394069 4.810598,52.394468 4.810031,52.394577 4.809893,52.39485 4.809616,52.394812 4.809525,52.394998 4.809316,52.395108 4.809225,52.395202 4.809129,52.395329 4.808978,52.395241 4.808775,52.395435 4.808552,52.39518 4.807876,52.395102 4.807622,52.395003 4.807362,52.394896 4.807158,52.394445 4.805989,52.394558 4.805878,52.394525 4.805799,52.394515 4.805527,52.394572 4.805412,52.394712 4.805295,52.394821 4.805181,52.394937 4.805032,52.394981 4.804955,52.395036 4.804886,52.395304 4.804624,52.395789 4.804188,52.396032 4.803988,52.396578 4.803578,52.396834 4.803405,52.397375 4.803072,52.398011 4.802743,52.398706 4.802445,52.398845 4.802375,52.399082 4.802222,52.399238 4.802087,52.399414 4.801891,52.399597 4.801627,52.399731 4.801386,52.399825 4.801329,52.399916 4.801145,52.399987 4.800961,52.400081 4.800671,52.400147 4.800427,52.400201 4.800179,52.400257 4.799771,52.40028 4.799417,52.400283 4.799143,52.400275 4.798912,52.400253 4.798642,52.400199 4.798253,52.400127 4.797928,52.399964 4.797388,52.399705 4.796779,52.399519 4.796303,52.399421 4.795958,52.399344 4.795543,52.399337 4.795298,52.399351 4.794897,52.399273 4.793787,52.399168 4.79303,52.399142 4.792715,52.399126 4.775012,52.394825 4.772993,52.397374 4.770634,52.397723 4.7707,52.397847 4.770736,52.398046 4.770856,52.398213 4.771006,52.398391 4.771253,52.398943 4.76923,52.399013 4.768924,52.399269 4.767413,52.399533 4.765414,52.399593 4.764769,52.400217 4.759821,52.39891 4.759372,52.399205 4.758294,52.396886 4.75749,52.396948 4.757197,52.397106 4.75603,52.397195 4.756061,52.398173 4.748501,52.400152 4.733061,52.400714 4.728767,52.400895 4.728842,52.401384 4.729003,52.403799 4.729848,52.404486 4.730074,52.40465 4.730157,52.406914 4.730942,52.407302 4.731056,52.408313 4.731412,52.411308 4.732429,52.41289 4.732981,52.418077 4.734739,52.418464 4.734881,52.418648 4.734968,52.420794 4.735685,52.426108 4.737502,52.431066 4.739218,52.429621 4.75023,52.42747 4.767193,52.4285 4.767547,52.42787 4.772469,52.42642 4.783451,52.424057 4.801887,52.423451 4.806675,52.421257 4.823598,52.421165 4.824316,52.420923 4.826615,52.420683 4.828593,52.420546 4.829556,52.420208 4.831717,52.42005 4.832812,52.419913 4.833825,52.419586 4.836334,52.418469 4.845292,52.418074 4.848032,52.417799 4.849602,52.417578 4.850783,52.417435 4.851455,52.416663 4.856085))";4.807314;52.4114805;
